Category,Processed_Message,Anomaly_Label
0,"['okie', 'thanx']",normal
1,"['18', 'day', 'euro2004', 'kickoff', 'u', 'kept', 'informed', 'latest', 'news', 'result', 'daily', 'unsubscribe', 'send', 'get', 'euro', 'stop', '83222']",normal
0,"['go', 'n', 'buy', 'juz', 'buy', 'get', 'lar']",anomaly
0,"['ok', 'lor']",normal
0,"['im', 'working', 'technical', 'support', 'voice', 'process']",normal
0,"['justbeen', 'overa', 'week', 'since', 'broke', 'already', 'brain', 'going', 'mush']",normal
0,"['tunde', 'wishing', 'great', 'day', 'abiola']",normal
0,"['nope', 'c', 'ü']",normal
0,"['well', 'medical', 'mission', 'nigeria']",normal
0,"['movie', 'laptop']",normal
0,"['whatsup', 'dont', 'u', 'want', 'sleep']",normal
1,"['urgent', 'please', 'call', '09066612661', 'landline', '£5000', 'cash', 'luxury', '4', 'canary', 'island', 'holiday', 'await', 'collection', 'tc', 'sae', 'award', '20m12aq', '150ppm', '16', '“']",normal
1,"['urgent', 'please', 'call', '09066612661', 'landline', 'complimentary', '4', 'lux', 'costa', 'del', 'sol', 'holiday', '£1000', 'cash', 'await', 'collection', 'ppm', '150', 'sae', 'tc', 'james', '28', 'eh74rr']",normal
0,"['havent', 'lei', 'next', 'mon']",normal
0,"['mm', 'feeling', 'sleepy', 'today', 'shall', 'get', 'dear']",normal
0,"['dare', 'stupid', 'wont', 'tell', 'anything', 'hear', 'wont', 'talk']",normal
0,"['ü', 'noe', 'ben', 'going']",normal
0,"['mag', 'meeting', 'avo', 'point']",normal
0,"['meant', 'middle', 'left', 'right']",normal
0,"['really', 'crashed', 'cuddled', 'sofa']",normal
0,"['hi', 'chachi', 'tried', 'calling', 'u', 'unable', 'reach', 'u', 'pl', 'give', 'missed', 'cal', 'u', 'c', 'tiz', 'msg', 'kanagu']",normal
0,"['sent', 'price', 'mean', 'ltgt', 'g']",normal
0,"['much', 'buzy']",normal
0,['nothing'],normal
1,"['dont', 'know', 'u', 'u', 'dont', 'know', 'send', 'chat', '86688', 'let', 'find', '150pmsg', 'rcvd', 'hgsuite3422landsroww1j6hl', 'ldn', '18', 'year']",normal
0,"['working', 'ringing', 'u', 'thing', 'whole', 'houseful', 'screaming', 'brat', 'pulling', 'hair', 'loving', 'u']",normal
0,"['family', 'responding', 'anything', 'room', 'went', 'home', 'diwali', 'one', 'called', 'coming', 'make', 'feel', 'like', 'died']",normal
0,"['tick', 'tick', 'tick', 'babe']",normal
0,"['r', 'ü', 'going', '4', 'today', 'meeting']",normal
0,"['k', 'dahow', 'many', 'page', 'want']",normal
0,"['ya', 'nowonion', 'roast']",normal
0,"['send', 'number', 'give', 'reply', 'tomorrow', 'morning', 'said', 'like', 'ok']",normal
0,"['said', 'problem', 'let', 'know']",normal
0,"['ok', 'tell', 'half', 'hr', 'b4', 'u', 'come', 'need', '2', 'prepare']",normal
0,"['play', 'w', 'computer', 'aiyah', 'tok', '2', 'u', 'lor']",normal
0,"['sat', 'right', 'okay', 'thanks']",normal
0,"['derp', 'worse', 'dude', 'always', 'want', 'party', 'dude', 'file', 'complaint', 'three', 'drug', 'abuser', 'life']",normal
0,"['ok', 'chinese', 'food', 'way', 'get', 'fat', 'youre', 'paying', 'lipo']",normal
0,"['r', 'outside', 'already']",normal
0,"['good', 'trip', 'watch', 'remember', 'get', 'back', 'must', 'decide', 'easter']",normal
0,"['yo', 'watching', 'movie', 'netflix']",normal
0,"['time', '‘', 'prob', '3']",normal
0,"['meh', 'thgt', 'clash', 'really', 'ah', 'dun', 'mind', 'dun', 'seen', 'lost', 'weight', 'gee']",normal
0,"['dont', 'thnk', 'wrong', 'calling', 'u']",normal
0,"['sure', 'night', 'menu', 'know', 'noon', 'menu']",normal
0,"['arr', 'birthday', 'today', 'wish', 'get', 'oscar']",normal
0,"['say', 'slowly', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']",normal
0,"['open', 'rebtel', 'firefox', 'load', 'put', 'plus', 'sign', 'user', 'name', 'place', 'show', 'two', 'number', 'lower', 'number', 'number', 'pick', 'number', 'pin', 'display', 'okay']",normal
0,"['picking', 'various', 'point']",normal
1,"['married', 'local', 'woman', 'looking', 'discreet', 'action', '5', 'real', 'match', 'instantly', 'phone', 'text', 'match', '69969', 'msg', 'cost', '150p', '2', 'stop', 'txt', 'stop', 'bcmsfwc1n3xx']",normal
0,"['wow', 'v', 'v', 'impressed', 'fun', 'shopping']",normal
0,"['way', 'ur', 'home']",normal
1,"['burger', 'king', 'wan', 'na', 'play', 'footy', 'top', 'stadium', 'get', '2', 'burger', 'king', '1st', 'sept', 'go', 'large', 'super', 'cocacola', 'walk', 'winner']",anomaly
0,"['problem', 'talk', 'later']",normal
0,"['ur', 'si']",normal
0,"['still', 'customer', 'place']",normal
1,"['come', 'take', 'little', 'time', 'child', 'afraid', 'dark', 'become', 'teenager', 'want', 'stay', 'night']",normal
0,"['dude', 'u', 'knw', 'also', 'teluguthts', 'gudk', 'gud', 'nyt']",normal
0,"['confirm', 'eating', 'esplanade']",normal
0,"['send', 'id', 'password']",normal
0,"['kind', 'took', 'garage', 'centre', 'part', 'exhaust', 'need', 'replacing', 'part', 'ordered', 'n', 'taking', 'fixed', 'tomo', 'morning']",normal
1,"['ur', 'chance', 'win', '£250', 'cash', 'every', 'wk', 'txt', 'action', '80608', 'tscs', 'wwwmovietriviatv', 'custcare', '08712405022', '1x150pwk']",normal
0,"['well', 'might', 'come']",normal
0,"['long', 'quit', 'get', 'like', '5', 'minute', 'day']",normal
0,"['likely', 'called', 'mittelschmertz', 'google', 'dont', 'paracetamol', 'dont', 'worry', 'go']",anomaly
0,"['well', 'right', 'im', 'gon', 'na', 'get', 'check', 'today', 'steam', 'salespee', 'text', 'want', 'come', 'get']",anomaly
0,"['arrived', 'see', 'couple', 'day', 'lt3']",normal
0,"['k', 'wat', 'tht', 'incident']",normal
0,"['yeah', 'get', 'unlimited']",normal
0,"['cthen', 'thk', 'shd', 'b', 'enuff', 'still', 'got', 'conclusion', 'n', 'content', 'pg', 'n', 'reference', 'ill', 'b', 'da', 'content', 'pg', 'n', 'cover', 'pg']",normal
0,"['forgot', 'take', '3', 'year', 'shower', 'sorry', 'atyour', 'phone', 'dead', 'yet']",normal
0,"['ü', 'got', 'wat', 'buy', 'tell', 'u', 'ü', 'need', 'come']",normal
0,"['big', 'god', 'bring', 'success']",normal
1,"['u', '’', 'bin', 'awarded', '£50', 'play', '4', 'instant', 'cash', 'call', '08715203028', 'claim', 'every', '9th', 'player', 'win', 'min', '£50£500', 'optout', '08718727870']",normal
0,"['…', 'r', 'stayin', 'extra', 'week', 'back', 'next', 'wed', 'rugby', 'weekend', 'hi', 'c', 'u', 'soon']",normal
0,"['well', 'still', 'bit', 'left', 'guy', 'want', 'tonight']",normal
0,"['campus', 'library']",normal
0,"['affidavit', 'say', 'ltgt', 'e', 'twiggs', 'st', 'division', 'g', 'courtroom', 'ltgt', 'lttimegt', 'ill', 'double', 'check', 'text', 'tomorrow']",normal
0,['creep'],normal
0,"['tell', 'friend', 'plan', 'valentine', 'day', 'lturlgt']",normal
0,"['get', 'ten', 'billion', 'call', 'text', 'help', 'god']",anomaly
0,"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'messageits', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']",normal
0,"['ive', 'told', 'ive', 'returned', 'order']",normal
0,"['housemaid', 'murderer', 'coz', 'man', 'wa', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'office']",normal
0,"['depends', 'u', 'going', 'lor']",normal
0,"['smile', 'right', 'go', 'world', 'wonder', 'smiling', 'think', 'crazy', 'keep', 'away', 'grin']",anomaly
1,"['freemsgfav', 'xmas', 'tonesreply', 'real']",normal
0,"['lil', 'fever', 'fine']",normal
0,"['think', 'still', 'car']",normal
0,[],normal
1,"['december', 'mobile', '11mths', 'entitled', 'update', 'latest', 'colour', 'camera', 'mobile', 'free', 'call', 'mobile', 'update', 'co', 'free', '08002986906']",normal
0,"['yes', 'princess', 'want', 'catch', 'big', 'strong', 'hand']",normal
0,"['oh', 'yeah', 'forgot', 'u', 'take', '2', 'shopping']",normal
0,"['mm', 'asked', 'call', 'radio']",normal
0,"['thinkin', 'someone', 'good', 'drug']",normal
0,"['say', 'slowly', 'godi', 'love', 'amp', 'need', 'youclean', 'heart', 'bloodsend', 'ten', 'special', 'people', 'amp', 'u', 'c', 'miracle', 'tomorrow', 'itplspls']",normal
0,"['enjoy', 'shower', 'possessiveness', 'poured', 'u', 'ur', 'loved', 'one', 'bcoz', 'world', 'lie', 'golden', 'gift', 'loved', 'truly']",normal
0,"['alright', 'youre', 'sure', 'let', 'know', 'youre', 'leaving']",normal
0,"['lasting', 'much', '2', 'hour', 'might', 'get', 'lucky']",normal
0,"['genius', 'whats', 'brother', 'pls', 'send', 'number', 'skype']",normal
1,"['gr8', 'poly', 'tone', '4', 'mob', 'direct', '2u', 'rply', 'poly', 'title', '8007', 'eg', 'poly', 'breathe1', 'title', 'crazyin', 'sleepingwith', 'finest', 'ymca', 'getzedcouk', 'pobox365o4w45wq', '300p']",normal
0,"['thk', 'em', 'find', 'wtc', 'far', 'weiyi', 'goin', 'e', 'rest', 'dunno', 'yet', 'r', 'ur', 'goin', '4', 'dinner', 'den', 'might', 'b', 'able', 'join']",normal
0,"['dont', 'forget', 'owns', 'private', 'property', 'good', 'boy', 'always', 'passionate', 'kiss']",normal
1,"['interflora', '\x93its', 'late', 'order', 'interflora', 'flower', 'christmas', 'call', '0800', '505060', 'place', 'order', 'midnight', 'tomorrow']",normal
0,"['oh', 'godtaken', 'teethis', 'paining']",normal
1,"['romcapspam', 'everyone', 'around', 'responding', 'well', 'presence', 'since', 'warm', 'outgoing', 'bringing', 'real', 'breath', 'sunshine']",normal
0,"['u', 'ask', 'darren', 'go', 'n', 'pick', 'u', 'lor', 'oso', 'sian', 'tmr', 'haf', '2', 'meet', 'lect']",anomaly
0,"['need', 'buy', 'lunch', 'eat', 'maggi', 'mee']",normal
1,"['congratulation', 'thanks', 'good', 'friend', 'u', '£2000', 'xmas', 'prize', '2', 'claim', 'easy', 'call', '08712103738', '10p', 'per', 'minute', 'btnationalrate']",normal
0,"['ok', 'lor']",normal
0,"['oh', 'right', 'ok', 'ill', 'make', 'sure', 'load', 'work', 'day', 'got', 'really', 'nasty', 'cough', 'today', 'dry', 'n', 'shot', 'really', 'help']",normal
0,"['wifehow', 'knew', 'time', 'murder', 'exactly']",normal
1,"['send', 'logo', '2', 'ur', 'lover', '2', 'name', 'joined', 'heart', 'txt', 'love', 'name1', 'name2', 'mobno', 'eg', 'love', 'adam', 'eve', '07123456789', '87077', 'yahoo', 'pobox36504w45wq', 'txtno', '4', 'ad', '150p']",normal
0,"['howz', 'person', 'story']",normal
0,"['thanx', '4', 'sending', 'home']",normal
0,"['normally', 'hot', 'mail', 'com', 'see']",normal
1,"['youve', 'tkts', 'euro2004', 'cup', 'final', '£800', 'cash', 'collect', 'call', '09058099801', 'b4190604', 'pobox', '7876150ppm']",normal
0,"['u', 'sick', 'still', 'go', 'shopping']",anomaly
0,"['ya', 'well', 'fine', 'bbdpooja', 'full', 'pimpleseven', 'become', 'quite', 'blackand', 'ur', 'rite', 'cold', 'wearing', 'sweatter']",normal
0,"['nicenicehow', 'working']",normal
0,"['1', 'reach', 'home', 'call']",normal
0,"['trying', 'find', 'chinese', 'food', 'place', 'around']",normal
0,"['easy', 'mate', 'guess', 'quick', 'drink', 'wa', 'bit', 'ambitious']",normal
0,"['babe', 'miiiiiiissssssssss', 'need', 'crave', 'geeee', 'im', 'sad', 'without', 'babe', 'love']",normal
0,"['ok', 'thanx']",normal
0,"['aathiwhere', 'dear']",normal
0,"['tunji', 'hows', 'queen', 'wishing', 'great', 'day', 'abiola']",normal
0,"['today', 'iz', 'yellow', 'rose', 'day', 'u', 'love', 'frndship', 'give', '1', 'misscall', 'amp', 'send', 'ur', 'frndz', 'amp', 'see', 'many', 'miss', 'call', 'u', 'get', 'u', 'get', '6missed', 'u', 'marry', 'ur', 'lover']",anomaly
0,"['class', 'hour', 'sorry']",normal
0,"['wat', 'time', 'u', 'finish', 'ur', 'lect', 'today']",normal
1,"['freemessage', 'jamsterget', 'crazy', 'frog', 'sound', 'poly', 'text', 'mad1', 'real', 'text', 'mad2', '88888', '6', 'crazy', 'sound', '3', 'gbpweek', '16only', 'tc', 'apply']",normal
0,"['sad', 'story', 'man', 'last', 'week', 'wa', 'bday', 'wife', 'didnt', 'wish', 'parent', 'forgot', 'n', 'kid', 'went', 'work', 'even', 'colleague', 'wish', 'entered', 'cabin', 'pa', 'said', 'happy', 'bday', 'bos', 'felt', 'special', 'askd', '4', 'lunch', 'lunch', 'invited', 'apartment', 'went', 'said', 'u', 'mind', 'go', 'bedroom', 'minute', 'ok', 'sed', 'sexy', 'mood', 'came', '5', 'minuts', 'latr', 'wid', 'caken', 'wife', 'parent', 'kidz', 'friend', 'n', 'colleague', 'screaming', 'surprise', 'wa', 'waiting', 'sofa', 'naked']",anomaly
1,"['chance', 'reality', 'fantasy', 'show', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'national', 'rate', 'call']",normal
0,"['shes', 'fine', 'good', 'hear', 'dear', 'happy', 'new', 'year', 'oh']",normal
0,"['going', 'wipro', 'interview', 'today']",normal
0,"['tall', 'princess']",normal
0,"['doubt', 'could', 'handle', '5', 'time', 'per', 'night', 'case']",normal
0,"['haha', 'hope', 'ü', 'hear', 'receipt', 'sound', 'gd', 'luck']",normal
0,"['gon', 'na', 'death', 'im', 'gon', 'na', 'leave', 'note', 'say', 'robs', 'fault', 'avenge']",normal
0,"['japanese', 'proverb', 'one', 'u', 'none', 'itu', 'must', 'indian', 'version', 'one', 'let', 'none', 'itleave', 'finally', 'kerala', 'version', 'one', 'stop', 'none', 'make', 'strike']",normal
0,"['today', 'im', 'workin', 'free', 'oso', 'gee', 'thgt', 'u', 'workin', 'ur', 'frens', 'shop']",anomaly
0,"['life', 'face', 'choice', 'toss', 'coin', 'becoz', 'settle', 'question', 'coin', 'air', 'u', 'know', 'heart', 'hoping', 'gudni8']",normal
0,"['know', 'god', 'created', 'gap', 'finger', 'one', 'made', 'come', 'amp', 'fill', 'gap', 'holding', 'hand', 'love']",normal
0,"['want', 'kiss', 'feel', 'next']",normal
0,"['happy', 'saying']",normal
1,"['adult', '18', 'content', 'video', 'shortly']",normal
0,"['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']",normal
0,"['im', 'saying', 'havent', 'explicitly', 'told', 'nora', 'know', 'someone', 'im', 'probably', 'gon', 'na', 'bother']",normal
0,"['say', 'hi', 'get', 'back', 'south', 'tampa', 'preferably', 'kegger']",normal
0,"['smith', 'waste', 'dai', 'wan', 'na', 'gayle']",normal
0,"['mum', 'ive', 'sent', 'many', 'many', 'message', 'since', 'got', 'want', 'know', 'actually', 'getting', 'enjoy', 'rest', 'day']",normal
0,"['aight', 'tomorrow', 'around', 'ltgt']",normal
0,"['housemaid', 'murderer', 'coz', 'man', 'wa', 'murdered', 'ltgt', 'th', 'january', 'public', 'holiday', 'govtinstituitions', 'closedincluding', 'post', 'officeunderstand']",normal
1,"['chance', 'reality', 'fantasy', 'show', 'call', '08707509020', '20p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', '1327', 'croydon', 'cr9', '5wb', '0870', 'national', 'rate', 'call']",normal
0,"['actually', 'first', 'time', 'went', 'bed', 'long', 'spoke', 'woke', '7', 'wa', 'night']",normal
0,['see'],normal
0,"['dont', 'understand', 'message']",normal
0,"['crucify', 'c', 'told', 'earlier']",normal
0,"['idk', 'keep', 'saying', 'youre', 'since', 'moved', 'keep', 'butting', 'head', 'freedom', 'v', 'responsibility', 'im', 'tired', 'much', 'shit', 'deal', 'im', 'barely', 'keeping', 'together', 'get', 'added']",anomaly
0,"['fuck', 'cedar', 'key', 'fuck', 'come', 'anyway', 'tho']",normal
0,"['twenty', 'past', 'five', 'said', 'train', 'durham', 'already', 'coz', 'reserved', 'seat']",normal
1,"['hey', 'boy', 'want', 'hot', 'xxx', 'pic', 'sent', 'direct', '2', 'ur', 'phone', 'txt', 'porn', '69855', '24hrs', 'free', '50p', 'per', 'day', 'stop', 'text', 'stopbcm', 'sf', 'wc1n3xx']",normal
0,"['u', 'still', 'painting', 'ur', 'wall']",normal
1,"['last', 'chance', 'claim', 'ur', '£150', 'worth', 'discount', 'voucher', 'today', 'text', 'shop', '85023', 'savamob', 'offer', 'mobile', 'c', 'savamob', 'pobox84', 'm263uz', '£300', 'sub', '16']",normal
0,"['printer', 'cool', 'mean', 'groovy', 'wine', 'groovying']",normal
0,"['hi', 'harishs', 'rent', 'ha', 'transfred', 'ur', 'acnt']",normal
0,"['anything', 'lor', 'coming']",normal
0,"['cbe', 'really', 'good', 'nowadayslot', 'shop', 'showroomscity', 'shaping', 'good']",normal
0,"['ü', 'still', 'attending', 'da', 'talk']",normal
0,"['probs', 'hon', 'u', 'doinat', 'mo']",normal
0,"['k', 'ill', 'take', 'care']",normal
0,"['take', 'didnt', 'phone', 'callon', 'friday', 'assume', 'wont', 'year']",normal
0,"['battery', 'low', 'babe']",normal
0,"['shuhui', 'ha', 'bought', 'ron', 'present', 'swatch', 'watch']",normal
0,"['yeah', 'quite', 'bit', 'left', 'ill', 'swing', 'tomorrow', 'get']",normal
0,"['babe', 'said', '2', 'hour', 'almost', '4', 'internet']",normal
0,"['k', 'ill', 'sure', 'get', 'noon', 'see', 'whats']",normal
0,"['kkyesterday', 'wa', 'cbe']",normal
0,"['went', 'ganesh', 'dress', 'shop']",normal
1,"['pdatenow', 'double', 'min', '1000', 'txts', 'orange', 'tariff', 'latest', 'motorola', 'sonyericsson', 'nokia', 'bluetooth', 'free', 'call', 'mobileupd8', '08000839402', 'call2optoutyhl']",normal
0,"['ü', 'collecting', 'ur', 'laptop', 'going', 'configure', 'da', 'setting', 'izzit']",normal
0,"['r', 'home', 'come', 'within', '5', 'min']",normal
0,"['aight', '8', 'latest', 'probably', 'closer', '7', 'jay', 'tyler', 'two', 'trip']",normal
0,"['come', 'aftr', 'ltdecimalgt', 'cleaning', 'house']",normal
1,"['ur', 'cashbalance', 'currently', '500', 'pound', 'maximize', 'ur', 'cashin', 'send', 'cash', '86688', '150pmsg', 'cc', '08718720201', 'po', 'box', '11414', 'tcrw1']",normal
0,"['bill', 'letter', '’', 'expecting', 'one', 'orange', '’', 'bill', 'may', 'still', 'say', 'orange']",normal
0,"['tell', 'pa', 'pain', 'de']",normal
0,"['hi', 'darlin', 'hope', 'nice', 'night', 'wish', 'come', 'cant', 'wait', 'see', 'love', 'fran', 'p', 'want', 'dirty', 'anal', 'sex', 'want', '10', 'man', 'gang', 'bang']",normal
0,"['ha', '‘', 'know', 'either', 'clever', 'simple', 'thing', 'pear', 'day', 'perfect', 'christmas']",normal
0,"['helloooo', 'wake', 'sweet', 'morning', 'welcome', 'enjoy', 'day', 'full', 'joy', 'gud', 'mrng']",normal
0,['alrite'],normal
0,"['must', 'sit', 'around', 'wait', 'summer', 'day', 'celebrate', 'magical', 'sight', 'world', 'dressed', 'white', 'oooooh', 'let', 'snow']",normal
1,"['urgent', 'mobile', 'number', 'ha', 'awarded', '£2000', 'prize', 'guaranteed', 'call', '09058094454', 'land', 'line', 'claim', '3030', 'valid', '12hrs']",normal
0,"['guy', 'go', 'see', 'movie', 'side']",anomaly
0,"['sorryin', 'meeting', 'ill', 'call', 'later']",normal
0,"['didnt', 'tell', 'thatnow', 'im', 'thinking', 'plus', 'going', 'stop', 'run']",normal
0,"['kindly', 'send', 'one', 'flat', 'ltdecimalgt', 'today']",normal
1,"['sorry', 'u', 'unsubscribe', 'yet', 'mob', 'offer', 'package', 'ha', 'min', 'term', '54', 'week', 'pls', 'resubmit', 'request', 'expiry', 'reply', 'themob', 'help', '4', 'info']",normal
0,"['nothing', 'lor', 'bit', 'bored', 'dun', 'u', 'go', 'home', 'early', '2', 'sleep', 'today']",anomaly
0,"['time', 'tell', 'friend', 'around']",normal
0,"['yes', 'fine', 'love', 'safe']",normal
0,"['thanks', 'chikku', 'gud', 'nyt']",normal
0,"['xy', 'ur', 'car', 'u', 'picking']",normal
0,"['thanx', '4', 'time', 'we\x92ve', 'spent', '2geva', 'bin', 'mint', 'ur', 'baby', 'want', 'uxxxx']",normal
0,"['yo', 'way', 'could', 'pick', 'something', 'tonight']",normal
0,"['ive', 'sent', 'send']",normal
0,"['fine', 'simply', 'sitting']",normal
0,"['thts', 'god', 'gift', 'bird', 'human', 'hav', 'natural', 'gift', 'frm', 'god']",normal
0,"['coming', 'day', 'class']",normal
0,"['im', 'done', 'studyn', 'library']",normal
0,"['ok', 'u', 'enjoy', 'ur', 'show']",normal
0,['anything'],normal
0,"['wuld', 'without', 'baby', 'thought', 'alone', 'mite', 'break', 'don\x92t', 'wan', 'na', 'go', 'crazy', 'everyboy', 'need', 'lady', 'xxxxxxxx']",anomaly
0,"['wats', 'dear', 'sleeping', 'ah']",normal
0,"['hi', 'test', 'ltgt', 'rd']",normal
0,"['2', 'student', 'solved', 'cat', 'question', 'xam', '532', 'ltgt', '924', 'ltgt', '863', 'ltgt', '725', 'tell', 'answer', 'u', 'r', 'brilliant1thingi', 'got', 'answr']",normal
0,"['yo', 'know', 'anyone', 'ltgt', 'otherwise', 'able', 'buy', 'liquor', 'guy', 'flaked', 'right', 'dont', 'get', 'hold', 'somebody', '4', 'loko', 'night']",normal
0,"['yup', 'n', 'fren', 'lor', 'im', 'meeting', 'fren', '730']",normal
0,"['yeah', 'got', 'one', 'lined', 'u']",normal
0,"['stop', 'wondering', 'wow', 'ever', 'going', 'stop', 'tming', 'tm', 'whenever', 'want', 'mine', 'laugh']",normal
0,"['lol', 'yep', 'yesterday', 'already', 'got', 'fireplace', 'another', 'icon', 'sitting']",normal
0,"['hey', 'ive', 'booked', 'pilate', 'yoga', 'lesson', 'already', 'haha']",normal
0,"['ok', 'happen', 'behave', 'like']",normal
1,"['1', 'new', 'message', 'please', 'call', '08712400200']",normal
0,"['supervisor', 'find', '4', 'one', 'lor', 'thk', 'student', 'havent', 'ask', 'yet', 'tell', 'u', 'aft', 'ask']",normal
0,"['hello', 'news', 'job', 'making', 'wait', 'fifth', 'week', 'yeah', 'im', 'woozles', 'weasel', 'exeter', 'still', 'home', '3']",normal
0,"['messageno', 'responcewhat', 'happend']",normal
1,"['currently', 'message', 'awaiting', 'collection', 'collect', 'message', 'call', '08718723815']",normal
0,"['hey', 'babe', 'sorry', 'didnt', 'get', 'sooner', 'gary', 'come', 'fix', 'cause', 'think', 'know', 'doesnt', 'go', 'far', 'ptbo', 'say', 'cost', 'ltgt', 'buck', 'dont', 'know', 'might', 'cheaper', 'find', 'someone', 'dont', 'second', 'hand', 'machine', 'right', 'let', 'know', 'want', 'babe']",anomaly
0,"['make', '3', '4', 'fuck', 'sake', 'x']",normal
0,"['leave', 'u', 'always', 'ignorant']",normal
0,"['nope', 'ill', 'b', 'going', '2', 'sch', 'fri', 'quite', 'early', 'lor', 'co', 'mys', 'si', 'got', 'paper', 'da', 'morn']",normal
0,"['bruce', 'b', 'amp', 'fletcher']",normal
0,"['said', 'would', 'woke']",normal
0,"['hey', 'free', 'call']",normal
0,"['tell', 'pls']",normal
1,"['urgent', 'mobile', 'wa', 'awarded', '£1500', 'bonus', 'caller', 'prize', '27603', 'final', 'attempt', '2', 'contact', 'u', 'call', '08714714011']",normal
0,"['think', 'might', 'give', 'miss', 'teaching', 'til', 'twelve', 'lecture', 'two', 'damn', 'working', 'thing']",normal
0,"['id', 'check', 'like', '1', 'bowl', 'worth', 'left']",normal
0,"['yes', 'many', 'sweet']",normal
0,"['would', 'im', 'still', 'cozy', 'exhausted', 'last', 'nightnobody', 'went', 'school', 'work', 'everything', 'closed']",normal
1,"['u', 'secret', 'admirer', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '150', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']",normal
0,"['buzzzz', 'grin', 'buzz', 'buzz', 'chest', 'buzz', 'cock', 'keep', 'phone', 'vibrator', 'feel', 'shake']",normal
0,"['sir', 'send', 'group', 'mail', 'check']",normal
0,"['im', 'da', 'intro', 'cover', 'energy', 'trend', 'n', 'pro', 'n', 'con', 'brief', 'description', 'nuclear', 'fusion', 'n', 'oso', 'brief', 'history', 'iter', 'n', 'jet', 'got', 'abt', '7', 'n', 'half', 'page']",normal
0,"['nonenowhere', 'ikno', 'doesdiscountshitinnit']",normal
0,"['dont', 'know', 'jabo', 'abi']",normal
1,"['ever', 'notice', 'youre', 'driving', 'anyone', 'going', 'slower', 'idiot', 'everyone', 'driving', 'faster', 'maniac']",normal
0,"['yet', 'hadya', 'sapna', 'aunty', 'manege', 'yday', 'hogidhechinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']",normal
0,"['good', 'baby']",normal
0,"['neft', 'transaction', 'reference', 'number', 'ltgt', 'r', 'ltdecimalgt', 'ha', 'credited', 'beneficiary', 'account', 'ltgt', 'lttimegt', 'ltgt']",normal
0,"['mostly', 'sport', 'typelyk', 'footblcrckt']",normal
0,"['head', 'dey', 'swell', 'oh', 'thanks', 'making', 'day']",normal
0,"['u', 'make', 'fb', 'list']",normal
0,"['height', 'confidence', 'aeronautics', 'professor', 'wer', 'calld', 'amp', 'wer', 'askd', '2', 'sit', 'aeroplane', 'aftr', 'sat', 'wer', 'told', 'dat', 'plane', 'w', 'made', 'student', 'dey', 'hurried', 'plane', 'bt', '1', 'didnt', 'move', 'saidif', 'made', 'studentsthis', 'wont', 'even', 'start', 'datz', 'confidence']",normal
0,"['sary', 'need', 'tim', 'bollox', 'hurt', 'lot', 'tol']",normal
0,"['happy', 'new', 'year', 'princess']",normal
0,"['ill', 'text', 'carlos', 'let', 'know', 'hang']",normal
0,"['dont', 'worry', 'easy', 'ingredient']",normal
0,"['love', 'u', '2', 'little', 'pocy', 'bell', 'sorry', 'love', 'u']",normal
0,"['ok', 'omw', 'castor']",normal
0,"['yar', 'lor', 'keep', 'raining', 'non', 'stop', 'u', 'wan', '2', 'go', 'elsewhere']",anomaly
1,"['xmas', 'offer', 'latest', 'motorola', 'sonyericsson', 'nokia', 'free', 'bluetooth', 'dvd', 'double', 'min', '1000', 'txt', 'orange', 'call', 'mobileupd8', '08000839402', 'call2optout4qf2']",normal
0,"['u', 'mean', 'u', 'almost', 'done', 'done', 'wif', 'sleeping', 'tot', 'u', 'going', 'take', 'nap', 'yup', 'send', 'liao', 'im', 'picking', 'ard', '4', 'smth', 'lor']",normal
0,"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']",normal
0,"['tonight', 'yeah', 'id']",normal
0,"['eat', 'fo', 'lunch', 'senor']",normal
0,"['said', 'right', 'giggle', 'saw', 'u', 'would', 'possibly', 'first', 'person2die', 'nvq', 'think', 'much', 'could']",normal
0,"['break', 'time', 'one', 'come', 'n', 'get', 'stuff', 'fr', 'ü']",normal
1,"['reply', 'win', '£100', 'weekly', 'professional', 'sport', 'doe', 'tiger', 'wood', 'play', 'send', 'stop', '87239', 'end', 'service']",normal
